RANK,NAME,id joueur,date of birth,country,continent,place of birth,LAT PLAYER,LONG PLAYER,image,TEAM,logo image,headquarters location,LAT TEAM,LONG TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
173,Cameron Reddish,Cameron Reddish,1999-09-01T00:00:00Z,United States of America,North America,Norristown,40.12,-75.3417,CAM REDDISH.jpg,Portland Trail Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png,Portland,45.516666666667,-122.66666666667,forward,23.6,20,27.6,17.8,15.4,42,0.833,88,0.568,88,0.318,0.523,0.563,11,2.9,1.9,1.2,0.3,1.6,13.8,12.8,15.7,5.7,105.6,114.9
174,Jeremy Sochan,Jeremy Sochan,2003-05-20T00:00:00Z,United States of America,North America,Guymon,36.685277777778,-101.47944444444,Jeremy Sochan.png,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,forward,19.9,56,26,19.8,14.9,116,0.698,418,0.519,134,0.246,0.483,0.509,11,5.3,2.5,0.8,0.4,1.7,16.2,13.5,18.8,8.1,102.7,113.6
175,Reggie Jackson,Reggie Jackson,1990-04-16T00:00:00Z,Italy,Europe,Pordenone,45.9626,12.6563,Reggie Jackson.jpg,Los Angeles Clippers,https://a.espncdn.com/i/teamlogos/nba/500-dark/lac.png,Los Angeles,34.05223,-118.24368,guard,33,52,25.7,20.8,15.8,66,0.924,292,0.469,220,0.35,0.493,0.523,10.9,2.2,3.5,0.7,0.1,1.8,13.1,14.4,16.6,6.8,103.2,112.4
176,Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,1993-02-18T00:00:00Z,United States of America,North America,Thomaston,32.9,-84.333333333333,Kentavious Caldwell-Pope 2014 2.jpg,Denver Nuggets,https://upload.wikimedia.org/wikipedia/fr/3/35/Nuggets_de_Denver_2018.png,Denver,39.739166666667,-104.98472222222,guard,30.1,76,31.3,14.1,12,125,0.824,313,0.502,319,0.423,0.569,0.598,10.8,2.8,2.4,1.5,0.5,1.1,13.6,13.2,16,5.3,116.7,112
177,Nah'Shon Hyland,Nah'Shon Hyland,2000-09-14T00:00:00Z,United States of America,North America,Wilmington,39.748333333333,-75.551388888889,Nahshon Hyland.jpg,Los Angeles Clippers,https://a.espncdn.com/i/teamlogos/nba/500-dark/lac.png,Los Angeles,34.05223,-118.24368,guard,22.6,14,19,26.4,9.8,20,0.75,63,0.46,74,0.351,0.496,0.518,10.8,3.5,3.4,0.8,0.1,1.1,14.3,14.1,17.6,10.6,111.2,104.6
178,Sandro Mamukelashvili,Sandro Mamukelashvili,1999-05-23T00:00:00Z,United States of America,North America,New York City,40.7,-74,Sandro Mamukelashvili.jpg,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,forward,23.9,19,23.3,20.1,13.1,39,0.692,105,0.524,67,0.343,0.52,0.545,10.8,6.8,2.4,0.5,0.4,1.4,17.6,13.3,20.1,9.6,114.3,115.2
179,Jaylen Nowell,Jaylen Nowell,1999-07-09T00:00:00Z,United States of America,North America,Seattle,47.60621,-122.33207,Jaylen Nowell.jpg,Minnesota Timberwolves,https://upload.wikimedia.org/wikipedia/fr/d/d9/Timberwolves_du_Minnesota_logo_2017.png,Minneapolis,44.981944444444444,-93.26916666666666,guard,23.8,65,19.3,25,9.4,99,0.778,393,0.542,231,0.29,0.502,0.527,10.8,2.6,2,0.6,0.1,1,13.4,12.9,15.5,7.9,106.1,110.4
180,Ivica Zubac,Ivica Zubac,1997-03-18T00:00:00Z,Bosnia and Herzegovina,Europe,Mostar,43.34361111111111,17.8075,Ivica Zubac (cropped).jpg,Los Angeles Clippers,https://a.espncdn.com/i/teamlogos/nba/500-dark/lac.png,Los Angeles,34.05223,-118.24368,center,26.1,76,28.5,14.8,18.5,238,0.697,512,0.637,2,0,0.634,0.661,10.8,9.9,1,0.4,1.3,1.5,20.7,11.8,21.7,6.7,126.7,105
181,Mike Conley,Mike Conley Jr.,1987-10-11T00:00:00Z,United States of America,North America,Fayetteville,36.076388888889,-94.160833333333,Mike Conley cropped 20131118 Clippers v Grizzles.jpg,Utah Jazz,https://logodownload.org/wp-content/uploads/2021/07/utah-jazz-logo-0.png,Salt Lake City,40.75,-111.88333333333,guard,35.5,43,29.7,16.1,16.5,96,0.813,162,0.469,213,0.362,0.511,0.552,10.7,2.5,7.7,1,0.2,1.7,13.2,18.4,20.9,8,122.8,113.8
182,Talen Horton-Tucker,Talen Horton-Tucker,2000-11-25T00:00:00Z,United States of America,North America,Chicago,41.85003,-87.65005,Talen Horton-Tucker (cropped).jpg,Utah Jazz,https://logodownload.org/wp-content/uploads/2021/07/utah-jazz-logo-0.png,Salt Lake City,40.75,-111.88333333333,guard,22.4,65,20.2,25.9,17,168,0.75,410,0.485,203,0.286,0.467,0.508,10.7,3.2,3.8,0.6,0.4,1.9,14,14.5,17.8,10,104,111.4
183,Victor Oladipo,Victor Oladipo,1992-05-04T00:00:00Z,United States of America,North America,Silver Spring,39.002441,-77.020791,Victor Oladipo Magic.jpg,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,guard,30.9,42,26.3,21.1,17.7,79,0.747,191,0.471,212,0.33,0.484,0.513,10.7,3,3.5,1.4,0.3,2.1,13.7,14.2,17.2,7.3,98.9,105.9
184,Jalen McDaniels,Jalen McDaniels,1998-01-31T00:00:00Z,United States of America,North America,King County,47.47,-121.84,Jalen McDaniels.jpg,Charlotte Hornets,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Charlotte_Hornets_%282014%29.svg/800px-Charlotte_Hornets_%282014%29.svg.png,Charlotte,35.226944444444,-80.843333333333,forward,25.2,56,26.7,17.4,13.8,104,0.846,292,0.534,202,0.322,0.513,0.551,10.6,4.8,2,1.2,0.5,1.4,15.4,12.6,17.4,7,106.4,106.7
185,Sviatoslav Mykhaïliouk,Sviatoslav Mykhailiuk,1997-06-10T00:00:00Z,Ukraine,Europe,Cherkasy,49.444444444444,32.059722222222,Sviatoslav Mykhailiuk Kansas.jpg,Charlotte Hornets,https://upload.wikimedia.org/wikipedia/en/thumb/c/c4/Charlotte_Hornets_%282014%29.svg/800px-Charlotte_Hornets_%282014%29.svg.png,Charlotte,35.226944444444,-80.843333333333,guard,25.8,19,22.5,19.5,12,34,0.676,72,0.486,89,0.404,0.553,0.571,10.6,2.4,2.7,0.7,0.2,1.2,13,13.3,15.7,7.3,114.1,115.5
186,Cameron Thomas,Cameron Thomas,2001-10-13T00:00:00Z,Japan,Asia,Yokosuka,35.281305555555555,139.67208333333335,Cameron Thomas (51874870188) (cropped).jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,guard,21.5,57,16.6,27.9,12.1,174,0.868,323,0.464,133,0.383,0.497,0.567,10.6,1.7,1.4,0.4,0.1,1.1,12.3,12,13.6,7.1,107.9,114.3
187,Jeenathan Williams,Jeenathan Williams,1999-02-12T00:00:00Z,United States of America,North America,Rochester,43.165555555556,-77.611388888889,Jeenathan Williams (cropped).jpg,Portland Trail Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png,Portland,45.516666666667,-122.66666666667,guard,24.2,5,25.3,15.2,9.2,3,0.667,31,0.677,8,0.375,0.654,0.657,10.6,3,2,0.6,0.4,0.8,13.6,12.6,15.6,6.3,133.2,114
188,Moritz Wagner,Moritz Wagner,1997-04-26T00:00:00Z,Germany,Europe,Berlin,52.516666666667,13.383333333333,2023-08-09 Deutschland gegen Kanada (Basketball-Länderspiel) by Sandro Halank–145.jpg,Orlando Magic,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png,Orlando,28.533611111111,-81.386666666667,forward,26,57,19.5,21.1,14.6,182,0.841,233,0.631,163,0.313,0.564,0.63,10.5,4.5,1.5,0.6,0.2,1.2,15.1,12,16.5,8.5,122.3,103
189,Grayson Allen,Grayson Allen,1995-10-08T00:00:00Z,United States of America,North America,Jacksonville,30.316666666667,-81.65,Grayson Allen Utah (cropped).jpg,Milwaukee Bucks,https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/Milwaukee_Bucks_logo.svg/1200px-Milwaukee_Bucks_logo.svg.png,Milwaukee,43.05,-87.95,guard,27.5,72,27.4,14.6,11.4,126,0.905,191,0.518,366,0.399,0.571,0.612,10.4,3.3,2.3,0.9,0.2,1,13.7,12.7,16,6.3,123.5,110
190,Killian Hayes,Killian Hayes,2001-07-27T00:00:00Z,United States of America,North America,Lakeland,28.041111111111,-81.958888888889,Killian Hayes (cropped).jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,guard,21.7,76,28.3,20.5,17.5,112,0.821,529,0.429,286,0.28,0.426,0.455,10.3,2.9,6.2,1.4,0.4,2.3,13.3,16.5,19.4,8.1,98.6,111.5
191,Tyus Jones,Tyus Jones,1996-05-10T00:00:00Z,United States of America,North America,Burnsville,44.767777777778,-93.2775,Tyus Jones 2021 (cropped).jpg,Memphis Grizzlies,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,Memphis,35.1175,-89.971111111111,guard,26.9,80,24.2,17.7,9.4,100,0.8,384,0.495,326,0.371,0.523,0.546,10.3,2.5,5.2,1,0.1,0.9,12.8,15.5,18,8.5,122.1,114.8
192,Monte Morris,Monté Morris,1995-06-27T00:00:00Z,United States of America,North America,Grand Rapids,42.96336,-85.66809,Monte Morris 2022.jpg,Washington Wizards,https://upload.wikimedia.org/wikipedia/en/thumb/0/02/Washington_Wizards_logo.svg/1200px-Washington_Wizards_logo.svg.png,"Washington, D.C.",38.895,-77.036666666667,guard,27.8,62,27.4,15.6,10.4,77,0.831,311,0.543,204,0.382,0.555,0.579,10.3,3.4,5.3,0.7,0.2,1,13.6,15.5,18.9,8.3,125.2,115.5
193,Cameron Payne,Cameron Payne,1994-08-08T00:00:00Z,United States of America,North America,Memphis,35.1175,-89.971111111111,Cameron Payne (32768419091).jpg,Phoenix Suns,https://upload.wikimedia.org/wikipedia/fr/5/56/Phoenix_Suns_2013.png,Phoenix,33.44833333333333,-112.07388888888889,guard,28.7,48,20.2,24.8,15.2,64,0.766,268,0.448,185,0.368,0.49,0.512,10.3,2.2,4.5,0.7,0.2,1.7,12.5,14.7,16.9,9.3,106,108.4
194,Malaki Branham,Malaki Branham,2003-05-12T00:00:00Z,United States of America,North America,Columbus,39.96222222222222,-83.00055555555555,Malaki Branham Eli Brooks (cropped).jpg,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,forward,19.9,66,23.5,19.1,11.1,70,0.829,355,0.538,255,0.302,0.502,0.524,10.2,2.7,1.9,0.5,0.1,1.2,12.9,12.1,14.8,6.4,103.2,117.3
195,Josh Hart,Josh Hart,1995-03-06T00:00:00Z,United States of America,North America,Silver Spring,39.002441,-77.020791,20170213 Villanova-Depaul Josh Hart driving.jpg,New York Knicks,https://upload.wikimedia.org/wikipedia/en/thumb/2/25/New_York_Knicks_logo.svg/1200px-New_York_Knicks_logo.svg.png,New York City,40.7,-74,guard,28.1,25,30,12.6,19.5,57,0.789,105,0.619,52,0.519,0.672,0.703,10.2,7,3.6,1.4,0.5,1.5,17.3,13.8,20.9,8.5,135.9,106.7
196,Doug McDermott,Doug McDermott,1992-01-03T00:00:00Z,United States of America,North America,Grand Forks,47.925277777778,-97.0325,Doug McDermott CHI vs PHI 2014-11-07 (cropped).jpg,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,forward,31.3,64,20.5,19.2,10,70,0.757,225,0.516,298,0.413,0.575,0.59,10.2,2.2,1.4,0.2,0.1,0.9,12.4,11.6,13.8,6.2,112.9,116.6
197,Patrick Williams,Patrick Williams,2001-08-06T00:00:00Z,United States of America,North America,Charlotte,35.226944444444,-80.843333333333,PatrickWilliamsFSU2019 (cropped).jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,forward,21.6,82,28.3,15.7,13,105,0.857,400,0.498,277,0.415,0.549,0.576,10.2,4,1.2,0.9,0.9,1.2,14.1,11.4,15.4,5.2,108.8,110
198,De'Anthony Melton,De'Anthony Melton,1998-05-28T00:00:00Z,United States of America,North America,North Hollywood,34.17222,-118.37806,De'Anthony Melton (cropped).jpg,Philadelphia 76ers,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Philadelphia_76ers_logo.svg/1200px-Philadelphia_76ers_logo.svg.png,Philadelphia,39.952777777778,-75.163611111111,guard,24.9,77,27.9,16.5,13.5,87,0.793,248,0.484,403,0.39,0.546,0.566,10.1,4.1,2.6,1.6,0.5,1.3,14.2,12.7,16.8,6.8,111.7,106
199,Aaron Nesmith,Aaron Nesmith,1999-10-16T00:00:00Z,United States of America,North America,Charleston,32.78333333333333,-79.93194444444444,Aaron Nesmith (51688510120) (cropped).jpg,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,guard,23.5,73,24.9,16.8,11.2,142,0.838,276,0.496,313,0.367,0.525,0.566,10.1,3.8,1.3,0.8,0.5,1,13.9,11.5,15.2,5.9,111.7,109
200,Brandon Clarke,Brandon Clarke,1996-09-19T00:00:00Z,Canada,North America,Vancouver,49.26083333333333,-123.1138888888889,Brandon Clarke in 2020.jpg,Memphis Grizzlies,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Memphis_Grizzlies.svg/1200px-Memphis_Grizzlies.svg.png,Memphis,35.1175,-89.971111111111,forward,26.6,56,19.5,17.7,13.6,137,0.723,343,0.665,6,0.167,0.658,0.682,10,5.5,1.3,0.6,0.7,1,15.5,11.3,16.8,8.5,131,100.8
201,Jonathan Kuminga,Jonathan Kuminga,2002-10-06T00:00:00Z,Democratic Republic of the Congo,Africa,Goma,-1.6794444444444445,29.23361111111111,Jonathan Kuminga (cropped) 2.jpg,Golden State Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/1200px-Golden_State_Warriors_logo.svg.png,San Francisco,37.7775,-122.41638888888889,forward,20.5,67,20.8,19.6,16,138,0.652,351,0.59,146,0.37,0.579,0.597,9.9,3.4,1.9,0.6,0.5,1.4,13.4,11.8,15.3,7.7,112.5,107.3
202,Onyeka Okongwu,Onyeka Okongwu,2000-12-11T00:00:00Z,United States of America,North America,Los Angeles,34.05223,-118.24368,Onyeka Okongwu jump ball (cropped).jpg,Atlanta Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Atlanta_Hawks_logo.svg/1200px-Atlanta_Hawks_logo.svg.png,Atlanta,33.756944444444,-84.390277777778,forward,22.3,80,23.1,15.1,14,196,0.781,484,0.647,13,0.308,0.642,0.678,9.9,7.2,1,0.7,1.3,1,17.1,10.9,18.1,7.2,135,103.6
203,Shaedon Sharpe,Shaedon Sharpe,2003-05-30T00:00:00Z,Canada,North America,London,42.9837,-81.2497,Shaedon Sharpe (cropped).jpg,Portland Trail Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png,Portland,45.516666666667,-122.66666666667,guard,19.9,80,22.2,19,11.3,105,0.714,365,0.559,283,0.36,0.551,0.568,9.9,3,1.2,0.5,0.3,1,12.8,11,14,5.9,109.2,115.4
204,Jalen Suggs,Jalen Suggs,2001-06-03T00:00:00Z,United States of America,North America,Saint Paul,44.944166666667,-93.093611111111,Jalen Suggs (51821102275) (cropped).jpg,Orlando Magic,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/orl.png,Orlando,28.533611111111,-81.386666666667,guard,21.9,53,23.5,20.4,17.5,119,0.723,242,0.496,202,0.327,0.493,0.528,9.9,3,2.9,1.3,0.5,1.8,12.9,12.8,15.8,7.5,104.7,106.8
205,Luka Samanić,Luka Samanić,2000-01-09T00:00:00Z,Croatia,Europe,Zagreb,45.81305555555556,15.977222222222222,,Utah Jazz,https://logodownload.org/wp-content/uploads/2021/07/utah-jazz-logo-0.png,Salt Lake City,40.75,-111.88333333333,forward,23.2,7,23,18.9,14.9,13,0.692,26,0.692,31,0.258,0.526,0.55,9.9,4.3,2.1,0.9,0.3,1.4,14.1,12,16.3,7.8,104.5,106.8
206,Al Horford,Al Horford,1986-06-03T00:00:00Z,Dominican Republic,North America,Puerto Plata,19.795833,-70.694444,Al Horford2.jpg,Boston Celtics,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Boston_Celtics.svg/1200px-Boston_Celtics.svg.png,Boston,42.360277777777775,-71.05777777777777,center,36.9,63,30.5,11.9,7.2,21,0.714,154,0.539,325,0.446,0.627,0.631,9.8,6.2,3,0.5,1,0.6,16,12.8,19,7.4,133.4,108.2
207,Herbert Jones,Herbert Jones,1998-10-06T00:00:00Z,United States of America,North America,Northport,33.253888888889,-87.592222222222,Herb Jones.jpg,New Orleans Pelicans,https://upload.wikimedia.org/wikipedia/fr/thumb/e/e2/New_Orleans_Pelicans_2023.png/260px-New_Orleans_Pelicans_2023.png,New Orleans,29.976111111111113,-90.07833333333333,forward,24.5,66,29.5,14.5,14.9,161,0.764,334,0.536,167,0.335,0.525,0.567,9.8,4.1,2.5,1.6,0.6,1.3,13.9,12.3,16.4,6.3,115.1,104.5
208,Keita Bates-Diop,Keita Bates-Diop,1996-01-23T00:00:00Z,United States of America,North America,Sacramento,38.575277777778,-121.48611111111,Keita Bates-Diop.jpg,San Antonio Spurs,https://upload.wikimedia.org/wikipedia/fr/0/0e/San_Antonio_Spurs_2018.png,San Antonio,29.425,-98.49388888888889,forward,27.2,67,21.7,16.7,10.7,150,0.793,323,0.557,142,0.394,0.568,0.609,9.7,3.7,1.5,0.7,0.3,0.8,13.4,11.2,14.9,7,121.5,119.3
209,Eugene Omoruyi,Eugene Omoruyi,1997-02-14T00:00:00Z,Nigeria,Africa,Benin City,6.3176,5.6145,Eugene Omoruyi.jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,forward,26.2,17,21.9,19.7,11.8,47,0.723,76,0.526,58,0.293,0.489,0.533,9.7,3.5,1,0.8,0.2,1.1,13.2,10.7,14.2,5.9,107.6,109.7
210,Coby White,Coby White,2000-02-16T00:00:00Z,United States of America,North America,Goldsboro,35.381944444444,-77.978055555556,White with the Chicago Bulls on January 2022.jpg,Chicago Bulls,https://upload.wikimedia.org/wikipedia/en/thumb/6/67/Chicago_Bulls_logo.svg/1200px-Chicago_Bulls_logo.svg.png,Chicago,41.85003,-87.65005,guard,23.1,74,23.4,17.9,11.1,70,0.871,250,0.54,344,0.372,0.551,0.572,9.7,2.9,2.8,0.7,0.1,1,12.5,12.4,15.3,7.3,112.8,109
211,Rui Hachimura,Rui Hachimura,1998-02-08T00:00:00Z,Japan,Asia,Toyama,36.69591666666667,137.21369444444446,2019 Rui Hachimura dribble (48824158846) (cropped).jpg,Los Angeles Lakers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Los_Angeles_Lakers_logo.svg/1200px-Los_Angeles_Lakers_logo.svg.png,Los Angeles,34.05223,-118.24368,forward,25.2,33,22.4,17.4,6.1,61,0.721,189,0.556,71,0.296,0.525,0.553,9.6,4.7,0.7,0.2,0.4,0.5,14.3,10.3,15,5.6,113.8,112.1
212,Caleb Martin,Caleb Martin,1995-09-28T00:00:00Z,United States of America,North America,Mocksville,35.896388888889,-80.561944444444,Caleb Martin.jpg,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,forward,27.5,71,29.3,14.5,12.6,113,0.805,312,0.545,236,0.356,0.54,0.571,9.6,4.8,1.6,1,0.4,1.1,14.5,11.3,16.1,5.7,113.4,108.7
213,Josh Hart,Josh Hart,1995-03-06T00:00:00Z,United States of America,North America,Silver Spring,39.002441,-77.020791,20170213 Villanova-Depaul Josh Hart driving.jpg,Portland Trail Blazers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/por.png,Portland,45.516666666667,-122.66666666667,guard,28.1,51,33.4,12.6,17.9,119,0.731,251,0.594,112,0.304,0.551,0.586,9.5,8.2,3.9,1.1,0.2,1.5,17.7,13.5,21.6,8.1,121.5,112
214,Isaiah Joe,Isaiah Joe,1999-07-02T00:00:00Z,United States of America,North America,Fort Smith,35.35,-94.366666666667,Isaiah Joe.jpg,Oklahoma City Thunder,https://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Oklahoma_City_Thunder.svg/1200px-Oklahoma_City_Thunder.svg.png,Oklahoma City,35.4823,-97.5352,guard,23.8,73,19.1,17.7,7.1,100,0.82,114,0.553,394,0.409,0.599,0.626,9.5,2.4,1.2,0.7,0.1,0.5,11.9,10.7,13.1,6.3,124.9,111.1
215,Andrew Nembhard,Andrew Nembhard,2000-01-16T00:00:00Z,Canada,North America,Aurora,44,-79.466666666667,Andrew Nembhard Gonzaga (cropped).jpg,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,guard,23.2,75,27.6,16.1,16.4,62,0.79,381,0.504,263,0.35,0.512,0.528,9.5,2.7,4.5,0.9,0.2,1.7,12.1,14,16.7,7.1,107.6,114.8
216,T. J. Warren,T. J. Warren,1993-09-05T00:00:00Z,United States of America,North America,Durham,35.994166666666665,-78.89861111111111,TJ Warren Okaro White.jpg,Brooklyn Nets,https://logodownload.org/wp-content/uploads/2021/04/brooklyn-nets-logo-2.png,Brooklyn,40.692777777778,-73.990277777778,forward,29.6,26,18.9,20.9,7.8,33,0.818,152,0.566,48,0.333,0.55,0.576,9.5,2.8,1.1,0.6,0.3,0.7,12.3,10.6,13.4,6.5,112.5,109.1
217,Kyle Anderson,Kyle Anderson,1993-09-20T00:00:00Z,United States of America,North America,New York City,40.7,-74,Kyle Anderson (cropped).JPG,Minnesota Timberwolves,https://upload.wikimedia.org/wikipedia/fr/d/d9/Timberwolves_du_Minnesota_logo_2017.png,Minneapolis,44.981944444444444,-93.26916666666666,forward,29.6,69,28.4,14.4,17.2,136,0.735,390,0.536,105,0.41,0.553,0.583,9.4,5.3,4.9,1.1,0.9,1.5,14.7,14.2,19.6,8.8,120.3,109.2
218,Chris Boucher,Chris Boucher,1993-01-11T00:00:00Z,Saint Lucia,North America,Castries,14.016666666667,-60.983333333333,Chris Boucher.jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,forward,30.2,76,20,18,7.2,168,0.762,339,0.587,189,0.328,0.553,0.591,9.4,5.5,0.4,0.6,0.8,0.5,14.9,9.8,15.3,5.5,125.5,106.9
219,Donte DiVincenzo,Donte DiVincenzo,1997-01-31T00:00:00Z,United States of America,North America,Newark,39.683333333333,-75.75,20170213 Villanova-Depaul Donte DiVincenzo watches free throw.jpg,Golden State Warriors,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Golden_State_Warriors_logo.svg/1200px-Golden_State_Warriors_logo.svg.png,San Francisco,37.7775,-122.41638888888889,guard,26.2,72,26.3,15.1,17.2,71,0.817,162,0.525,378,0.397,0.574,0.593,9.4,4.5,3.5,1.3,0.1,1.6,13.9,12.9,17.4,8,117.1,110.3
220,Jalen Smith,Jalen Smith,2000-03-16T00:00:00Z,United States of America,North America,Portsmouth,36.83543,-76.29827,Jalen Smith at the line (cropped).jpg,Indiana Pacers,https://upload.wikimedia.org/wikipedia/fr/4/48/Pacers_de_l%27Indiana_2017.png,Indianapolis,39.768611111111,-86.158055555556,forward,23.1,68,18.8,21,12.4,137,0.759,317,0.593,191,0.283,0.53,0.565,9.4,5.8,1,0.3,0.9,1.1,15.2,10.4,16.2,8.1,113.6,107.9
221,Gabe Vincent,Gabe Vincent,1996-06-14T00:00:00Z,United States of America,North America,Modesto,37.661388888889,-120.99444444444,Gabe Vincent at the 2023 Miami Heat Family Festival (cropped).png,Miami Heat,https://upload.wikimedia.org/wikipedia/fr/thumb/1/1c/Miami_Heat_-_Logo.svg/1200px-Miami_Heat_-_Logo.svg.png,Miami,25.783333333333,-80.216666666667,guard,26.8,68,25.9,17.5,14,78,0.872,217,0.512,350,0.334,0.505,0.533,9.4,2.1,2.5,0.9,0.1,1.4,11.6,11.9,14,5.7,104.2,108.1
222,Hamidou Diallo,Hamidou Alcindor Diallo,1998-07-31T00:00:00Z,United States of America,North America,Queens,40.704166666667,-73.917777777778,Hamidou Diallo (cropped).jpg,Detroit Pistons,https://upload.wikimedia.org/wikipedia/commons/3/39/Logo_of_the_Detroit_Pistons.png,Detroit,42.331666666667,-83.0475,guard,24.7,56,17.8,21.9,15.9,148,0.588,354,0.593,21,0.238,0.58,0.593,9.3,3.5,1,0.9,0.3,1.3,12.8,10.3,13.8,7.2,109.4,107.3
223,Tari Eason,Tari Eason,2001-05-10T00:00:00Z,United States of America,North America,Portsmouth,36.83543,-76.29827,Tari Eason (cropped).jpg,Houston Rockets,https://upload.wikimedia.org/wikipedia/en/thumb/2/28/Houston_Rockets.svg/1200px-Houston_Rockets.svg.png,Houston,29.762777777778,-95.383055555556,forward,21.9,82,21.6,19.3,13.3,145,0.752,488,0.486,172,0.343,0.493,0.525,9.3,6,1.1,1.2,0.6,1.2,15.3,10.3,16.4,7.3,109.6,108.7
224,Precious Achiuwa,Precious Achiuwa,1999-09-19T00:00:00Z,Nigeria,Africa,Port Harcourt,4.75,7,Precious Achiuwa (51655475460) (cropped).jpg,Toronto Raptors,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1200px-Toronto_Raptors_logo.svg.png,Toronto,43.670277777778,-79.386666666667,forward,23.6,55,20.7,19.3,12.7,124,0.702,296,0.564,108,0.269,0.521,0.554,9.2,6,0.9,0.6,0.5,1.1,15.2,10.1,16.1,7.1,112.3,106.9
